Date,Open,High,Low,Close,Adj Close,Volume
2021-05-31,35658.593750,39478.953125,34241.945313,35862.378906,35862.378906,248884892724
2021-06-07,35835.265625,39322.781250,31114.443359,39097.859375,39097.859375,298428017340
2021-06-14,39016.968750,41295.269531,33432.074219,35698.296875,35698.296875,269949570053
2021-06-21,35641.144531,35721.640625,28893.621094,34649.644531,34649.644531,305541799334
2021-06-28,34679.121094,36542.109375,32770.679688,35287.781250,35287.781250,231729218470
2021-07-05,35284.343750,35284.343750,32133.183594,34240.187500,34240.187500,178445862441
2021-07-12,34254.015625,34592.156250,31100.673828,31796.810547,31796.810547,147501894180
2021-07-19,31800.011719,35364.925781,29360.955078,35350.187500,35350.187500,156414750211
2021-07-26,35384.031250,42541.679688,35287.312500,39974.894531,39974.894531,237553113912
2021-08-02,39907.261719,45282.351563,37458.003906,43798.117188,43798.117188,226902699564
2021-08-09,43791.925781,48098.683594,42848.687500,47047.003906,47047.003906,234268000892
2021-08-16,47019.960938,49717.019531,43998.316406,49321.652344,49321.652344,236289722726
2021-08-23,49291.675781,50482.078125,46394.281250,48829.832031,48829.832031,223947952688
2021-08-30,48834.851563,51868.679688,46562.437500,51753.410156,51753.410156,256225023619
2021-09-06,51769.003906,52853.765625,43285.207031,46063.269531,46063.269531,293311066613
2021-09-13,46057.214844,48791.781250,43591.320313,47260.218750,47260.218750,226141953163
2021-09-20,47261.406250,47328.199219,39787.609375,43208.539063,43208.539063,270099994433
2021-09-27,43234.183594,49130.691406,40829.667969,48199.953125,48199.953125,223042115392
2021-10-04,48208.906250,56401.304688,47045.003906,54771.578125,54771.578125,261919545521
2021-10-11,54734.125000,62757.128906,54370.972656,61553.617188,61553.617188,277084548345
2021-10-18,61548.804688,66930.390625,59643.343750,60930.835938,60930.835938,257856648064
2021-10-25,60893.925781,63729.324219,58206.917969,61318.957031,61318.957031,256114057651
2021-11-01,61320.449219,64242.792969,59695.183594,63326.988281,63326.988281,227064607869
2021-11-08,63344.066406,68789.625000,62333.914063,65466.839844,65466.839844,259776276520
2021-11-15,65521.289063,66281.570313,55705.179688,58730.476563,58730.476563,253419951009
2021-11-22,58706.847656,59367.968750,53569.765625,57248.457031,57248.457031,243930001011
2021-11-29,57291.906250,59113.402344,42874.617188,49368.847656,49368.847656,276690611812
2021-12-06,49413.480469,51934.781250,46942.347656,50098.335938,50098.335938,208148497532
2021-12-13,50114.742188,50205.000000,45598.441406,46707.015625,46707.015625,214770398202
2021-12-20,46707.062500,51814.027344,45579.808594,50809.515625,50809.515625,175052499792
2021-12-27,50802.609375,51956.328125,45819.953125,47345.218750,47345.218750,203998848909
2022-01-03,47343.542969,47510.726563,40672.277344,41911.601563,41911.601563,276182787152
2022-01-10,41910.230469,44278.421875,39796.570313,43113.878906,43113.878906,199473804544
2022-01-17,43118.121094,43413.023438,34349.250000,36276.804688,36276.804688,196326044073
2022-01-24,36275.734375,38825.410156,33184.058594,37917.601563,37917.601563,178727434896
2022-01-31,37920.281250,42500.785156,36375.539063,42412.433594,42412.433594,143977109319
2022-02-07,42406.781250,45661.171875,41748.156250,42197.515625,42197.515625,176958095731
2022-02-14,42157.398438,44667.218750,38112.812500,38431.378906,38431.378906,144975794552
2022-02-21,38423.210938,40005.347656,34459.218750,37709.785156,37709.785156,190469710084
2022-02-28,37706.000000,45077.578125,37518.214844,38419.984375,38419.984375,187557375751
2022-03-07,38429.304688,42465.671875,37260.203125,37849.664063,37849.664063,175966999156
2022-03-14,37846.316406,42316.554688,37680.734375,41247.824219,41247.824219,184097042034
2022-03-21,41246.132813,46827.546875,40668.042969,46820.492188,46820.492188,188591889758
2022-03-28,46821.851563,48086.835938,44403.140625,46453.566406,46453.566406,223334181931
2022-04-04,46445.273438,47106.140625,42021.207031,42207.671875,42207.671875,188557001876
2022-04-11,42201.039063,42424.589844,39373.058594,39716.953125,39716.953125,174652159709
2022-04-18,39721.203125,42893.582031,38696.191406,39469.292969,39469.292969,184314843516
2022-04-25,39472.605469,40713.890625,37585.789063,38469.093750,38469.093750,216681007567
2022-05-02,38472.187500,39902.949219,33878.964844,34059.265625,34059.265625,239044762282
2022-05-09,34060.015625,34222.074219,26350.490234,31305.113281,31305.113281,357800928090
2022-05-16,31304.375000,31305.341797,28708.955078,30323.722656,30323.722656,196429842104
2022-05-23,30309.396484,30590.585938,28261.906250,29445.957031,29445.957031,212594819496
2022-05-30,29443.365234,32249.863281,29303.572266,29906.662109,29906.662109,203063587161
2022-06-06,29910.283203,31693.291016,26762.648438,26762.648438,26762.648438,215929645934
2022-06-13,26737.578125,26795.589844,17708.623047,20553.271484,20553.271484,309685915250
2022-06-20,20553.371094,21783.724609,19689.169922,21027.294922,21027.294922,175909056122
2022-06-27,21028.238281,21478.089844,18729.656250,19297.076172,19297.076172,157426002965
2022-07-04,19297.314453,22314.941406,19063.066406,20860.449219,20860.449219,206953871021
2022-07-11,20856.353516,21600.640625,18999.953125,20779.343750,20779.343750,187297974219
2022-07-18,20781.912109,24196.818359,20781.912109,22609.164063,22609.164063,244312089708
2022-07-25,22607.156250,24572.580078,20776.816406,23336.896484,23336.896484,223759636595
2022-08-01,23336.718750,23578.650391,22485.701172,23175.890625,23175.890625,166393135564
2022-08-08,23179.527344,24974.914063,22771.519531,24319.333984,24319.333984,195343016900
2022-08-15,24318.316406,25135.589844,20856.730469,21534.121094,21534.121094,208764012537
2022-08-22,21531.462891,21804.908203,19616.814453,19616.814453,19616.814453,223346042309
2022-08-29,19615.154297,20542.644531,19600.785156,19986.712891,19986.712891,208511390280
2022-09-05,19988.789063,21770.552734,18644.466797,21769.255859,21769.255859,259528892947
2022-09-12,21770.148438,22673.820313,19387.492188,19419.505859,19419.505859,261900187496
2022-09-19,19418.572266,19674.630859,18290.314453,18802.097656,18802.097656,252873598365
2022-09-26,18803.900391,20338.455078,18553.296875,19044.107422,19044.107422,280290121527
2022-10-03,19044.068359,20408.392578,19025.226563,19446.425781,19446.425781,196809212801
2022-10-10,19446.416016,19889.146484,18319.822266,19268.093750,19268.093750,197940078443
2022-10-17,19268.562500,19666.994141,18770.970703,19567.007813,19567.007813,175664450104
2022-10-24,19567.769531,20988.394531,19206.324219,20635.603516,20635.603516,302335723765
2022-10-31,20633.695313,21446.886719,20086.240234,20926.486328,20926.486328,321270158405
2022-11-07,20924.621094,21053.246094,15682.692383,16353.365234,16353.365234,471409252759
2022-11-14,16352.028320,17109.324219,15872.941406,16291.832031,16291.832031,212305927001
2022-11-21,16291.223633,16771.474609,15599.046875,16444.626953,16444.626953,184366390569
2022-11-28,16440.222656,17197.498047,16054.530273,17130.486328,17130.486328,156325682750
2022-12-05,17128.894531,17378.152344,16750.558594,17104.193359,17104.193359,129428712529
2022-12-12,17102.500000,18318.531250,16584.701172,16757.976563,16757.976563,142170798266
2022-12-19,16759.041016,17012.984375,16398.136719,16841.986328,16841.986328,107997970888
2022-12-26,16842.250000,16959.845703,16408.474609,16625.080078,16625.080078,95526200508
2023-01-02,16625.509766,17091.144531,16572.228516,17091.144531,17091.144531,90012614323
2023-01-09,17093.992188,21075.142578,17093.992188,20880.798828,20880.798828,175267920183
2023-01-16,20882.224609,23282.347656,20541.544922,22720.416016,22720.416016,188938770069
2023-01-23,22721.087891,23919.890625,22406.076172,23774.566406,23774.566406,177486927537
2023-01-30,23774.648438,24167.210938,22657.582031,22955.666016,22955.666016,171080243769
2023-02-06,22954.021484,23367.958984,21539.392578,21788.203125,21788.203125,170212590188
2023-02-13,21787.000000,25134.117188,21460.087891,24327.642578,24327.642578,209050300776
2023-02-20,24336.623047,25126.851563,22861.558594,23561.212891,23561.212891,180472737469
2023-02-27,23561.451172,23880.632813,22198.980469,22435.513672,22435.513672,138790785900
2023-03-06,22436.816406,22584.292969,19628.253906,22163.949219,22163.949219,192057466346
2023-03-13,22156.406250,28440.560547,21918.199219,28038.675781,28038.675781,305833103060
2023-03-20,28041.601563,28803.335938,26759.996094,27994.330078,27994.330078,191720356212
2023-03-27,27994.068359,29159.902344,26606.689453,28199.308594,28199.308594,121255230918
2023-04-03,28183.080078,28739.238281,27276.720703,28333.050781,28333.050781,98141424556
2023-04-10,28336.027344,31005.607422,28189.271484,30315.355469,30315.355469,122998807738
2023-04-17,30317.146484,30470.302734,27169.570313,27591.384766,27591.384766,129935327803
2023-04-24,27591.730469,29995.837891,27070.849609,29268.806641,29268.806641,137303647007
2023-05-01,29227.103516,29820.126953,27680.792969,28454.978516,28454.978516,114911964253
2023-05-08,28450.457031,28663.271484,25878.429688,26930.638672,26930.638672,109959496438
2023-05-15,26931.384766,27646.347656,26415.101563,26753.826172,26753.826172,84459727715
2023-05-22,26749.892578,28193.449219,25890.593750,28085.646484,28085.646484,90053064704
2023-05-29,28075.591797,28432.039063,26574.644531,27119.066406,27119.066406,91351657572
2023-06-05,27123.109375,27332.181641,25434.867188,25940.167969,25940.167969,116498927148
2023-06-12,25934.285156,26769.394531,24797.167969,26336.212891,26336.212891,92905085602
2023-06-19,26335.441406,31389.539063,26312.832031,30480.261719,30480.261719,138005623534
2023-06-26,30480.523438,31256.863281,29600.275391,30620.769531,30620.769531,106681707513
2023-07-03,30624.515625,31460.052734,29777.285156,30171.234375,30171.234375,90491031635
2023-07-10,30172.423828,31814.515625,29966.386719,30249.132813,30249.132813,102917922458
2023-07-17,30249.626953,30336.400391,29556.427734,30084.539063,30084.539063,81229098742
2023-07-24,30081.662109,30093.394531,28934.294922,29275.308594,29275.308594,76309629498
2023-07-31,29278.314453,29987.998047,28657.023438,29041.855469,29041.855469,87827001052
2023-08-07,29038.513672,30176.796875,28724.140625,29282.914063,29282.914063,85153014454
2023-08-14,29283.263672,29660.253906,25409.111328,26189.583984,26189.583984,116418274959
2023-08-21,26188.691406,26786.898438,25520.728516,26089.693359,26089.693359,83086807452
2023-08-28,26089.615234,28089.337891,25362.609375,25969.566406,25969.566406,113161627781
2023-09-04,25968.169922,26414.005859,25404.359375,25832.226563,25832.226563,69814611152
2023-09-11,25831.714844,26840.498047,24930.296875,26534.187500,26534.187500,85796699860
2023-09-18,26532.994141,27488.763672,26221.050781,26256.826172,26256.826172,82251905213
2023-09-25,26253.775391,28047.238281,26011.468750,27983.750000,27983.750000,73012240734
2023-10-02,27976.798828,28494.458984,27215.552734,27935.089844,27935.089844,82183775698
2023-10-09,27934.472656,27989.470703,26558.320313,27159.652344,27159.652344,72673654487
2023-10-16,27162.628906,30287.482422,27130.472656,29993.896484,29993.896484,113402383094
2023-10-23,30140.685547,35150.433594,30097.828125,34538.480469,34538.480469,165718773022
2023-10-30,34531.742188,35919.843750,34083.308594,35049.355469,35049.355469,115520056635
2023-11-06,35044.789063,37926.257813,34545.816406,37054.519531,37054.519531,134767494805
2023-11-13,37070.304688,37964.894531,34948.500000,37386.546875,37386.546875,143535361089
2023-11-20,37374.074219,38415.339844,35670.972656,37479.121094,37479.121094,130439893957
2023-11-27,37454.191406,40135.605469,36750.128906,39978.390625,39978.390625,134360107955
2023-12-04,39978.628906,44705.515625,39978.628906,43779.699219,43779.699219,188503614895
2023-12-11,43792.019531,43808.375000,40234.578125,41364.664063,41364.664063,168493481950
2023-12-18,41348.203125,44367.957031,40530.257813,43016.117188,43016.117188,152084171491
2023-12-25,43010.574219,43804.781250,41424.062500,42265.187500,42265.187500,157807126208
2024-01-01,42280.234375,45899.707031,40813.535156,43943.097656,43943.097656,202311773985
2024-01-08,43948.707031,48969.371094,41724.613281,41796.269531,41796.269531,259971819745
2024-01-15,41715.066406,43566.273438,40297.457031,41545.785156,41545.785156,139135824835
2024-01-22,41553.652344,42797.175781,38521.894531,42035.593750,42035.593750,155314602893
2024-01-29,42030.914063,43838.945313,41818.332031,42583.582031,42583.582031,135184187433
2024-02-05,42577.621094,48535.937500,42264.816406,48293.917969,48293.917969,157826395448
2024-02-12,48296.386719,52820.066406,47745.761719,52122.546875,52122.546875,213560041471
2024-02-19,52134.812500,52945.050781,50561.777344,51733.238281,51733.238281,160769145627
2024-02-26,51730.539063,63913.132813,50931.031250,63167.371094,63167.371094,322895666089
2024-03-04,63137.003906,70083.054688,59323.910156,69019.789063,69019.789063,405709693297
2024-03-11,69020.546875,73750.070313,64545.316406,68390.625000,68390.625000,405957750577
2024-03-18,68371.304688,68897.132813,60807.785156,67234.171875,67234.171875,328097121682
2024-03-25,67234.093750,71727.687500,66414.835938,71333.648438,71333.648438,216324625836
2024-04-01,71333.484375,71342.093750,68110.695313,69702.148438,69702.148438,34873527352
2024-04-02,69694.046875,69694.046875,64610.968750,66042.132813,66042.132813,49630113792
